,owner,brand,price,kms_driven,age,power
4084,First Owner,Royal Enfield,152500.0,4700.0,4.0,500.0
4086,First Owner,Bajaj,70400.0,8400.0,3.0,160.0
4087,First Owner,Bajaj,42500.0,9300.0,5.0,220.0
4088,First Owner,Royal Enfield,110000.0,20844.0,7.0,350.0
4089,First Owner,Royal Enfield,107000.0,18443.0,5.0,350.0
4090,First Owner,Yamaha,113600.0,6000.0,4.0,150.0
4091,First Owner,TVS,23000.0,12152.0,11.0,150.0
4092,First Owner,Hero,15244.0,40320.0,15.0,125.0
4093,First Owner,Yamaha,30000.0,18000.0,7.0,150.0
4094,First Owner,Royal Enfield,75000.0,24700.0,8.0,500.0
4095,First Owner,Bajaj,32000.0,18880.0,8.0,220.0
4096,First Owner,Honda,65000.0,4500.0,4.0,150.0
4097,Second Owner,Yamaha,50000.0,28640.0,7.0,150.0
4098,First Owner,Bajaj,45000.0,33000.0,7.0,135.0
4099,First Owner,Yamaha,95000.0,7898.0,4.0,250.0
4100,First Owner,Suzuki,50000.0,24336.0,4.0,150.0
4101,First Owner,Royal Enfield,91161.0,8800.0,7.0,350.0
4102,First Owner,Bajaj,38000.0,26000.0,9.0,180.0
4103,First Owner,Royal Enfield,75000.0,23799.0,15.0,350.0
4104,First Owner,KTM,210000.0,1900.0,2.0,390.0
4105,First Owner,Bajaj,56000.0,7974.0,4.0,160.0
4106,First Owner,Yamaha,71000.0,5340.0,3.0,150.0
4107,Second Owner,Yamaha,22500.0,40000.0,9.0,150.0
4108,First Owner,Royal Enfield,94000.0,19869.0,5.0,350.0
4109,First Owner,Royal Enfield,102700.0,22000.0,5.0,350.0
4110,First Owner,Royal Enfield,107000.0,27000.0,5.0,350.0
4111,First Owner,Hyosung,330000.0,4200.0,3.0,250.0
4112,First Owner,Yamaha,23500.0,31374.0,8.0,150.0
4113,First Owner,Yamaha,62000.0,8010.0,4.0,150.0
4114,First Owner,TVS,38000.0,21249.0,3.0,110.0
4115,First Owner,TVS,18000.0,23650.0,9.0,100.0
4116,First Owner,Bajaj,55000.0,12944.0,7.0,220.0
4117,First Owner,Royal Enfield,105000.0,20000.0,8.0,500.0
4118,First Owner,KTM,118000.0,18331.0,5.0,200.0
4119,First Owner,Bajaj,26000.0,15508.0,6.0,100.0
4120,Fourth Owner Or More,Bajaj,37000.0,30334.0,7.0,220.0
4121,Second Owner,Royal Enfield,48000.0,52904.0,14.0,350.0
4122,First Owner,Bajaj,53000.0,18200.0,5.0,220.0
4123,First Owner,Royal Enfield,75000.0,30875.0,7.0,350.0
4124,First Owner,TVS,85000.0,7500.0,3.0,200.0
4125,First Owner,Honda,23000.0,14489.0,4.0,110.0
4127,First Owner,Royal Enfield,160000.0,7299.0,4.0,350.0
4128,First Owner,Honda,34000.0,18585.0,6.0,110.0
4129,First Owner,Royal Enfield,135000.0,7409.0,4.0,500.0
4130,First Owner,Honda,32000.0,25000.0,5.0,110.0
4131,First Owner,Bajaj,60000.0,20021.0,5.0,220.0
4132,First Owner,Bajaj,40000.0,15000.0,6.0,180.0
4133,First Owner,KTM,100000.0,17600.0,6.0,390.0
4134,First Owner,KTM,61000.0,64284.0,8.0,200.0
4135,First Owner,Yamaha,69500.0,9943.0,2.0,150.0
4136,First Owner,Bajaj,79000.0,18000.0,5.0,200.0
4137,First Owner,Yamaha,55000.0,4000.0,4.0,150.0
4138,First Owner,Bajaj,18000.0,39303.0,13.0,180.0
4139,First Owner,Yamaha,20500.0,32000.0,10.0,150.0
4147,First Owner,Bajaj,120000.0,24200.0,4.0,400.0
4148,First Owner,Suzuki,58690.0,20000.0,5.0,150.0
4149,First Owner,Bajaj,150000.0,11000.0,4.0,400.0
4150,First Owner,TVS,20000.0,52487.0,12.0,160.0
4151,First Owner,Hero,25000.0,23500.0,6.0,110.0
4152,First Owner,Bajaj,22000.0,17799.0,5.0,100.0
4153,First Owner,Bajaj,21000.0,57000.0,10.0,125.0
4154,First Owner,TVS,15000.0,35376.0,11.0,100.0
4155,First Owner,Bajaj,80900.0,19500.0,6.0,200.0
4156,First Owner,Hero,24000.0,26000.0,8.0,100.0
4157,First Owner,Royal Enfield,108000.0,29100.0,6.0,350.0
4158,First Owner,KTM,200000.0,14608.0,3.0,200.0
4159,First Owner,Royal Enfield,110000.0,24815.0,4.0,350.0
4160,First Owner,Hero,31000.0,12410.0,7.0,100.0
4161,First Owner,Honda,95000.0,9293.0,6.0,150.0
4162,First Owner,KTM,130000.0,6240.0,5.0,200.0
4163,First Owner,KTM,120000.0,10000.0,4.0,200.0
4164,First Owner,KTM,110000.0,13000.0,4.0,200.0
4165,First Owner,Hero,34000.0,39422.0,6.0,100.0
4166,First Owner,Hero,34000.0,18755.0,5.0,100.0
4167,First Owner,Hero,34000.0,22011.0,7.0,100.0
4168,First Owner,Royal Enfield,130000.0,4932.0,4.0,350.0
4169,First Owner,Hero,25500.0,19000.0,10.0,100.0
4170,First Owner,Yamaha,10005.0,32521.0,13.0,125.0
4171,First Owner,Harley-Davidson,439000.0,2472.0,5.0,750.0
4172,First Owner,Bajaj,32000.0,41000.0,7.0,150.0
4173,First Owner,Hero,32000.0,12889.0,5.0,100.0
4174,First Owner,Hero,32000.0,14604.0,4.0,100.0
4183,First Owner,Hero,31000.0,15700.0,4.0,110.0
4184,First Owner,Yamaha,35000.0,53005.0,7.0,150.0
4186,First Owner,Honda,78000.0,27300.0,6.0,150.0
4190,First Owner,Bajaj,35000.0,24635.0,5.0,150.0
4191,Second Owner,Bajaj,43000.0,27135.0,5.0,150.0
4192,First Owner,Bajaj,49000.0,29003.0,4.0,150.0
4193,First Owner,TVS,25000.0,16208.0,5.0,100.0
4194,First Owner,TVS,25000.0,17194.0,4.0,100.0
4195,First Owner,Royal Enfield,159500.0,1000.0,5.0,410.0
4196,First Owner,Yamaha,21000.0,20195.0,5.0,125.0
4197,Second Owner,Honda,36000.0,8500.0,5.0,125.0
4198,First Owner,Suzuki,75000.0,2452.0,3.0,150.0
4199,First Owner,Benelli,192000.0,16000.0,6.0,300.0
4200,First Owner,Yamaha,700000.0,285.0,3.0,1000.0
4201,Second Owner,Yamaha,31500.0,33000.0,11.0,150.0
4202,Second Owner,Royal Enfield,83000.0,13800.0,7.0,350.0
4208,Second Owner,Bajaj,64000.0,20816.0,5.0,150.0
4209,First Owner,Royal Enfield,137000.0,7500.0,3.0,350.0
4210,First Owner,Bajaj,50000.0,24419.0,7.0,200.0
4211,First Owner,Suzuki,54500.0,23833.0,4.0,150.0
4212,First Owner,Hero,45000.0,16445.0,3.0,125.0
4213,First Owner,Hero,43000.0,21000.0,4.0,110.0
4214,First Owner,Hero,43000.0,55000.0,4.0,110.0
4215,First Owner,TVS,18000.0,49692.0,13.0,110.0
4216,First Owner,Bajaj,36700.0,37861.0,4.0,150.0
4217,First Owner,TVS,62000.0,18500.0,4.0,160.0
4219,First Owner,Yamaha,79000.0,22000.0,7.0,150.0
4228,First Owner,Suzuki,55000.0,23000.0,6.0,150.0
4229,First Owner,Hero,35000.0,25063.0,4.0,100.0
4230,First Owner,Hero,35000.0,20375.0,6.0,100.0
4231,First Owner,Hero,33000.0,23873.0,7.0,100.0
4232,First Owner,Hero,23000.0,20931.0,11.0,100.0
4233,First Owner,Suzuki,82000.0,11000.0,3.0,150.0
4234,First Owner,Suzuki,50000.0,14000.0,5.0,150.0
4235,First Owner,Royal Enfield,150000.0,7555.0,5.0,410.0
4238,First Owner,Hero,36500.0,7086.0,5.0,100.0
4239,First Owner,Hero,36000.0,19253.0,6.0,100.0
4240,First Owner,Hero,36000.0,20494.0,5.0,125.0
4241,First Owner,Kawasaki,166000.0,5150.0,7.0,300.0
4242,First Owner,Bajaj,147700.0,4600.0,4.0,400.0
4243,First Owner,TVS,85000.0,4652.0,4.0,200.0
4244,First Owner,Hero,19000.0,43000.0,13.0,100.0
4245,First Owner,Bajaj,32000.0,70000.0,10.0,180.0
4246,First Owner,Bajaj,65000.0,80000.0,5.0,220.0
4247,Second Owner,Bajaj,35000.0,60000.0,12.0,220.0
4248,First Owner,Bajaj,100000.0,13829.0,5.0,200.0
4249,First Owner,Yamaha,66000.0,23000.0,5.0,150.0
4250,First Owner,TVS,110000.0,6800.0,3.0,200.0
4251,First Owner,TVS,51000.0,12000.0,2.0,110.0
4252,Second Owner,Suzuki,22950.0,32494.0,3.0,110.0
4254,First Owner,Royal Enfield,130000.0,30000.0,6.0,500.0
4255,First Owner,Honda,35000.0,93000.0,13.0,150.0
4256,First Owner,Bajaj,11500.0,28000.0,15.0,100.0
4257,Second Owner,Hero,39000.0,1.0,10.0,100.0
4258,First Owner,Royal Enfield,110000.0,32000.0,7.0,500.0
4259,First Owner,Hyosung,326000.0,10194.0,6.0,650.0
4260,First Owner,Royal Enfield,100000.0,10847.0,7.0,350.0
4261,First Owner,Hero,35000.0,21165.0,4.0,100.0
4262,First Owner,Hero,33000.0,22114.0,7.0,100.0
4263,First Owner,Hero,33000.0,10000.0,7.0,100.0
4264,First Owner,Hero,33000.0,19340.0,7.0,110.0
4265,First Owner,Hero,33000.0,16270.0,5.0,100.0
4266,First Owner,Hero,25000.0,13243.0,6.0,100.0
4267,First Owner,Hero,25000.0,18792.0,6.0,100.0
4268,First Owner,Hero,25000.0,19682.0,10.0,100.0
4269,First Owner,Hero,25000.0,15206.0,8.0,125.0
4270,First Owner,Hero,25000.0,21300.0,10.0,100.0
4271,First Owner,Yamaha,83000.0,14000.0,3.0,150.0
4272,First Owner,Hero,25000.0,32000.0,9.0,100.0
4273,First Owner,Bajaj,50000.0,27342.0,5.0,150.0
4274,First Owner,Bajaj,48000.0,45037.0,6.0,180.0
4275,First Owner,Bajaj,47000.0,25876.0,5.0,150.0
4276,First Owner,Bajaj,44000.0,20644.0,5.0,150.0
4277,First Owner,Bajaj,40000.0,48203.0,5.0,150.0
4278,First Owner,Hero,22000.0,16207.0,8.0,100.0
4279,First Owner,Bajaj,59000.0,11255.0,5.0,150.0
4280,First Owner,Honda,20000.0,18095.0,9.0,125.0
4283,First Owner,Hero,26000.0,18320.0,5.0,100.0
4285,First Owner,Yamaha,62000.0,24000.0,5.0,150.0
4289,First Owner,TVS,23000.0,22149.0,8.0,160.0
4291,First Owner,Bajaj,21000.0,32000.0,7.0,135.0
4294,First Owner,Bajaj,70500.0,33212.0,6.0,200.0
4295,First Owner,Hero,27000.0,19591.0,8.0,223.0
4296,Second Owner,Harley-Davidson,560000.0,12000.0,5.0,883.0
4297,First Owner,Honda,43000.0,7880.0,4.0,125.0
4299,First Owner,Harley-Davidson,350000.0,26236.0,6.0,750.0
4300,First Owner,TVS,62000.0,14000.0,5.0,200.0
4301,First Owner,Hero,24000.0,22654.0,13.0,100.0
4302,First Owner,Hero,22000.0,20595.0,12.0,100.0
4303,First Owner,Hero,16000.0,14914.0,14.0,100.0
4304,First Owner,Hero,16000.0,31327.0,10.0,100.0
4305,First Owner,Hero,15000.0,56800.0,14.0,100.0
4306,First Owner,Bajaj,40000.0,9200.0,7.0,150.0
4307,First Owner,Honda,32000.0,31000.0,7.0,125.0
4308,Second Owner,Honda,31000.0,15149.0,6.0,110.0
4316,First Owner,Royal Enfield,155000.0,17000.0,5.0,535.0
4318,First Owner,Bajaj,110000.0,9304.0,4.0,200.0
4319,First Owner,Bajaj,30000.0,9581.0,5.0,150.0
4320,First Owner,Bajaj,19000.0,17565.0,7.0,100.0
4321,First Owner,Hero,38000.0,5511.0,3.0,100.0
4322,First Owner,Bajaj,25800.0,13128.0,5.0,100.0
4323,First Owner,Hero,35500.0,11824.0,3.0,100.0
4324,First Owner,Bajaj,90000.0,19000.0,5.0,200.0
4326,First Owner,Hero,78000.0,15000.0,3.0,200.0
4327,First Owner,Hero,30000.0,20917.0,9.0,100.0
4328,First Owner,Hero,30000.0,21917.0,5.0,100.0
4329,First Owner,Bajaj,25000.0,17870.0,7.0,100.0
4330,First Owner,Bajaj,75000.0,25483.0,3.0,220.0
4331,First Owner,Hero,34000.0,19318.0,5.0,100.0
4332,First Owner,Honda,20000.0,55562.0,8.0,110.0
4333,First Owner,Royal Enfield,74000.0,47518.0,11.0,500.0
4334,First Owner,Hero,31000.0,20135.0,10.0,100.0
4335,First Owner,Hero,26000.0,28024.0,7.0,100.0
4336,First Owner,Hero,26000.0,19152.0,8.0,100.0
4337,First Owner,Hero,34000.0,16306.0,5.0,100.0
4338,First Owner,Royal Enfield,76000.0,22749.0,6.0,350.0
4339,First Owner,Hero,32000.0,24720.0,5.0,100.0
4340,First Owner,Bajaj,18000.0,22342.0,7.0,100.0
4341,Second Owner,Bajaj,30000.0,50000.0,8.0,135.0
4342,First Owner,Bajaj,50000.0,18000.0,5.0,150.0
4343,First Owner,Yamaha,90000.0,18100.0,4.0,250.0
4344,First Owner,Yamaha,65000.0,21000.0,6.0,150.0
4345,First Owner,Royal Enfield,98100.0,17000.0,7.0,500.0
4346,First Owner,Bajaj,25000.0,12000.0,9.0,125.0
4347,First Owner,Yamaha,52000.0,36226.0,5.0,150.0
4348,First Owner,Bajaj,17000.0,30965.0,11.0,150.0
4349,First Owner,Honda,75000.0,18000.0,3.0,160.0
4350,First Owner,Bajaj,18500.0,23580.0,12.0,135.0
4351,Second Owner,Hero,20500.0,25280.0,10.0,150.0
4352,First Owner,Hero,39500.0,14243.0,6.0,100.0
4353,First Owner,Hero,39000.0,21534.0,5.0,100.0
4354,First Owner,Hero,39000.0,23000.0,6.0,100.0
4355,First Owner,Hero,20000.0,35500.0,10.0,150.0
4356,First Owner,Hero,39000.0,20000.0,4.0,125.0
4357,First Owner,Hero,39000.0,21000.0,7.0,125.0
4358,First Owner,Hero,20000.0,19440.0,11.0,100.0
4359,First Owner,Hero,39000.0,13000.0,4.0,100.0
4360,Second Owner,Royal Enfield,68500.0,28200.0,16.0,350.0
4361,First Owner,KTM,170000.0,13000.0,3.0,390.0
4362,First Owner,Yamaha,26000.0,10700.0,12.0,150.0
4363,First Owner,Yamaha,22500.0,20632.0,11.0,150.0
4364,First Owner,Yamaha,20000.0,35173.0,9.0,150.0
4365,First Owner,Yamaha,18700.0,10546.0,9.0,150.0
4366,First Owner,Yamaha,15000.0,13336.0,10.0,150.0
4367,First Owner,TVS,90000.0,2672.0,2.0,160.0
4368,First Owner,TVS,86000.0,12000.0,3.0,180.0
4369,First Owner,TVS,78000.0,23918.0,5.0,200.0
4370,First Owner,TVS,75000.0,5771.0,3.0,160.0
4371,First Owner,TVS,68000.0,11123.0,5.0,160.0
4372,First Owner,Royal Enfield,115000.0,17318.0,6.0,350.0
4373,First Owner,Royal Enfield,115000.0,8252.0,3.0,350.0
4374,First Owner,Royal Enfield,110000.0,21000.0,6.0,350.0
4375,First Owner,Hero,28000.0,33632.0,7.0,125.0
4376,First Owner,Hero,28000.0,32827.0,8.0,100.0
4377,First Owner,Hero,28000.0,14651.0,6.0,100.0
4378,First Owner,Hero,28000.0,32047.0,7.0,100.0
4380,First Owner,Hero,28000.0,20000.0,10.0,100.0
4381,First Owner,Hero,28000.0,21477.0,8.0,100.0
4382,First Owner,Bajaj,22000.0,22000.0,9.0,135.0
4383,First Owner,TVS,58000.0,11258.0,3.0,160.0
4384,First Owner,Suzuki,80000.0,1700.0,3.0,150.0
4385,First Owner,Hero,20000.0,20863.0,10.0,100.0
4386,First Owner,Bajaj,19000.0,10887.0,7.0,125.0
4387,First Owner,Hero,15000.0,20634.0,12.0,100.0
4388,First Owner,Hero,54000.0,3300.0,3.0,100.0
4389,First Owner,Hero,52000.0,2780.0,3.0,100.0
4417,First Owner,Hero,15500.0,18758.0,11.0,100.0
4418,First Owner,Suzuki,75000.0,2500.0,4.0,150.0
4419,First Owner,Bajaj,60000.0,18800.0,4.0,150.0
4420,First Owner,Royal Enfield,110000.0,36883.0,6.0,500.0
4421,First Owner,Royal Enfield,103000.0,23705.0,4.0,350.0
4422,First Owner,KTM,157000.0,12400.0,3.0,200.0
4423,Second Owner,Benelli,220000.0,13000.0,5.0,300.0
4424,First Owner,Bajaj,39500.0,14268.0,2.0,110.0
4425,First Owner,TVS,28000.0,18785.0,4.0,110.0
4426,First Owner,Bajaj,13000.0,35308.0,14.0,125.0
4427,First Owner,Bajaj,31000.0,24869.0,5.0,150.0
4428,First Owner,Yamaha,60000.0,12313.0,7.0,150.0
4429,First Owner,Honda,33000.0,12552.0,8.0,125.0
4430,First Owner,Honda,33000.0,22317.0,8.0,125.0
4431,First Owner,Honda,38000.0,24029.0,5.0,125.0
4432,First Owner,Royal Enfield,123000.0,8600.0,5.0,350.0
4433,First Owner,Royal Enfield,115000.0,8536.0,5.0,350.0
4434,First Owner,Hero,42000.0,11624.0,3.0,100.0
4435,First Owner,Hero,42000.0,30000.0,5.0,100.0
4436,First Owner,Hero,42000.0,11000.0,4.0,110.0
4437,First Owner,Hero,40000.0,20770.0,5.0,100.0
4438,First Owner,Hero,40000.0,33516.0,4.0,100.0
4439,First Owner,Hero,40000.0,18000.0,6.0,100.0
4440,First Owner,Hero,40000.0,14339.0,5.0,100.0
4441,First Owner,Hero,40000.0,16123.0,4.0,100.0
4497,First Owner,Royal Enfield,121000.0,20000.0,4.0,350.0
4498,First Owner,Bajaj,72700.0,14000.0,5.0,220.0
4499,First Owner,Honda,15000.0,40000.0,11.0,150.0
4500,First Owner,Yamaha,20000.0,25121.0,11.0,150.0
4501,First Owner,KTM,78000.0,32484.0,6.0,200.0
4502,First Owner,KTM,100000.0,9300.0,8.0,390.0
4503,First Owner,Royal Enfield,97000.0,38369.0,6.0,350.0
4504,First Owner,Bajaj,33000.0,15000.0,5.0,100.0
4505,First Owner,Bajaj,31500.0,19000.0,10.0,180.0
4506,Second Owner,TVS,19000.0,71359.0,13.0,160.0
4507,Second Owner,Hero,29900.0,43000.0,11.0,223.0
4508,First Owner,Bajaj,20500.0,52000.0,11.0,135.0
4510,First Owner,Royal Enfield,150000.0,2900.0,3.0,350.0
4511,First Owner,Royal Enfield,105000.0,28000.0,5.0,350.0
4512,First Owner,Hero,41000.0,4544.0,2.0,100.0
4513,First Owner,Hero,20500.0,50444.0,10.0,150.0
4514,First Owner,Bajaj,68000.0,18568.0,5.0,220.0
4515,First Owner,Royal Enfield,120000.0,9219.0,3.0,350.0
4516,First Owner,Bajaj,21000.0,26238.0,6.0,100.0
4517,First Owner,TVS,18500.0,96142.0,10.0,160.0
4518,First Owner,Hero,18000.0,17701.0,11.0,100.0
4519,First Owner,Royal Enfield,92000.0,17426.0,5.0,350.0
4531,First Owner,Honda,48900.0,24200.0,6.0,160.0
4532,First Owner,Yamaha,77000.0,5700.0,4.0,150.0
4533,First Owner,Honda,115000.0,25468.0,8.0,250.0
4534,First Owner,Royal Enfield,60300.0,100000.0,14.0,350.0
4535,First Owner,Royal Enfield,61000.0,11783.0,14.0,350.0
4536,First Owner,Royal Enfield,155000.0,9000.0,6.0,535.0
4537,First Owner,Yamaha,75000.0,16051.0,3.0,150.0
4538,First Owner,Hero,25000.0,14649.0,6.0,100.0
4539,Second Owner,Honda,60000.0,31509.0,10.0,250.0
4541,Second Owner,Royal Enfield,72000.0,22687.0,8.0,350.0
4542,First Owner,Honda,32000.0,41759.0,11.0,125.0
4543,First Owner,Honda,50400.0,37500.0,5.0,160.0
4544,First Owner,Royal Enfield,155000.0,2900.0,2.0,350.0
4545,First Owner,Royal Enfield,170000.0,3334.0,3.0,500.0
4547,First Owner,TVS,36700.0,47000.0,8.0,180.0
4548,Second Owner,Bajaj,48000.0,14600.0,6.0,220.0
4549,First Owner,KTM,124000.0,10168.0,5.0,390.0
4550,First Owner,Hero,16000.0,19285.0,12.0,100.0
4551,First Owner,Royal Enfield,112000.0,12552.0,3.0,350.0
4552,First Owner,Hero,17500.0,22002.0,11.0,100.0
4553,First Owner,Bajaj,64400.0,12000.0,3.0,180.0
4569,First Owner,Mahindra,100000.0,13154.0,5.0,300.0
4571,First Owner,Bajaj,12000.0,70000.0,16.0,125.0
4572,First Owner,Hero,37000.0,29000.0,4.0,100.0
4573,First Owner,Bajaj,65000.0,32000.0,7.0,200.0
4574,First Owner,Bajaj,48400.0,14500.0,4.0,150.0
4577,First Owner,Bajaj,21000.0,15705.0,4.0,100.0
4579,First Owner,Royal Enfield,90000.0,50000.0,12.0,350.0
4580,First Owner,Yamaha,40000.0,62000.0,5.0,150.0
4581,First Owner,TVS,40000.0,8241.0,9.0,160.0
4582,First Owner,KTM,154000.0,3749.0,4.0,390.0
4583,First Owner,Yamaha,26000.0,67527.0,8.0,150.0
4584,First Owner,KTM,200000.0,25000.0,4.0,390.0
4585,Second Owner,Yamaha,35000.0,40000.0,24.0,135.0
4586,First Owner,Bajaj,24800.0,38000.0,8.0,180.0
4597,Second Owner,Triumph,500000.0,5600.0,6.0,865.0
4598,First Owner,Royal Enfield,70000.0,28411.0,7.0,500.0
4599,First Owner,Honda,25000.0,20322.0,10.0,125.0
4600,Second Owner,TVS,65949.0,25931.0,5.0,200.0
4601,First Owner,Bajaj,16000.0,14536.0,7.0,125.0
4602,Second Owner,Benelli,120000.0,26000.0,5.0,250.0
4603,First Owner,Royal Enfield,96000.0,20755.0,5.0,350.0
4604,First Owner,Honda,47000.0,23467.0,3.0,110.0
4605,First Owner,Bajaj,11000.0,30502.0,14.0,150.0
4606,First Owner,Bajaj,25000.0,14319.0,4.0,100.0
4607,First Owner,TVS,23000.0,28895.0,8.0,100.0
4608,First Owner,KTM,83000.0,36083.0,7.0,390.0
4609,First Owner,Hero,32000.0,41905.0,7.0,100.0
4610,First Owner,Yamaha,65300.0,23235.0,7.0,150.0
4611,First Owner,Royal Enfield,95000.0,15080.0,5.0,350.0
4612,First Owner,Bajaj,19000.0,20089.0,7.0,100.0
4613,First Owner,Bajaj,18000.0,15580.0,7.0,100.0
4614,First Owner,Honda,24000.0,18294.0,8.0,125.0
4615,First Owner,Bajaj,19000.0,15001.0,8.0,100.0
4616,First Owner,KTM,171125.0,10000.0,5.0,390.0
4617,First Owner,Royal Enfield,170000.0,3100.0,4.0,350.0
4618,First Owner,Bajaj,24000.0,6087.0,4.0,100.0
4619,First Owner,Bajaj,20000.0,62505.0,8.0,150.0
4620,First Owner,Mahindra,23000.0,40000.0,8.0,110.0
4621,First Owner,Bajaj,31900.0,64000.0,8.0,220.0
4624,First Owner,Hero,21000.0,23824.0,8.0,100.0
4625,First Owner,Honda,23000.0,15660.0,6.0,110.0
4627,First Owner,Royal Enfield,104100.0,35000.0,11.0,500.0
4628,First Owner,Hero,16000.0,78370.0,10.0,150.0
4629,Second Owner,Hero,14700.0,80000.0,14.0,223.0
4630,First Owner,Royal Enfield,90000.0,15437.0,7.0,350.0
4631,First Owner,Hero,33000.0,10000.0,4.0,100.0
4632,Second Owner,Hero,20000.0,25000.0,11.0,100.0
4633,First Owner,Honda,24500.0,24182.0,10.0,110.0
4634,Third Owner,Bajaj,17000.0,59162.0,9.0,135.0
4636,First Owner,Hero,22000.0,25000.0,16.0,160.0
4637,First Owner,Hyosung,260000.0,4459.0,4.0,250.0
4639,First Owner,Hero,24000.0,24593.0,8.0,100.0
4640,First Owner,Benelli,150000.0,16000.0,5.0,250.0
4641,First Owner,Bajaj,67474.0,13000.0,3.0,220.0
4642,First Owner,Royal Enfield,140000.0,8300.0,4.0,500.0
4643,First Owner,Royal Enfield,117300.0,31000.0,6.0,350.0
4644,First Owner,Royal Enfield,119200.0,12224.0,4.0,350.0
4645,First Owner,Royal Enfield,89889.0,3000.0,11.0,350.0
4646,First Owner,KTM,97000.0,15449.0,5.0,200.0
4647,First Owner,Bajaj,21000.0,13000.0,4.0,100.0
4648,First Owner,Royal Enfield,90400.0,9300.0,7.0,350.0
4649,First Owner,Bajaj,27000.0,16500.0,9.0,150.0
4650,First Owner,Royal Enfield,120000.0,10500.0,5.0,350.0
4651,First Owner,Bajaj,9000.0,73000.0,17.0,100.0
4652,First Owner,Honda,28950.0,27000.0,10.0,150.0
4653,First Owner,Hero,16500.0,19276.0,11.0,100.0
4654,First Owner,Bajaj,52000.0,26329.0,5.0,220.0
4655,First Owner,KTM,194000.0,9000.0,4.0,390.0
4656,First Owner,Bajaj,8000.0,21493.0,16.0,125.0
4657,First Owner,Harley-Davidson,500000.0,200.0,4.0,750.0
4658,First Owner,Honda,43999.0,9900.0,5.0,110.0
4659,First Owner,Royal Enfield,105000.0,19829.0,4.0,410.0
4660,Third Owner,Hyosung,140000.0,27000.0,7.0,250.0
4661,Second Owner,Hero,16000.0,22000.0,18.0,100.0
4663,Second Owner,Bajaj,130000.0,14000.0,4.0,400.0
4664,First Owner,Royal Enfield,41000.0,120000.0,17.0,350.0
4665,First Owner,Royal Enfield,90000.0,27445.0,5.0,350.0
4666,First Owner,Honda,47000.0,44000.0,8.0,150.0
4667,First Owner,Honda,25000.0,51917.0,6.0,110.0
4668,First Owner,KTM,65000.0,26545.0,9.0,200.0
4671,First Owner,Hero,32000.0,22221.0,5.0,100.0
4672,First Owner,Hero,21000.0,32706.0,10.0,150.0
4673,Second Owner,Hero,32000.0,27176.0,6.0,223.0
4674,First Owner,Bajaj,50000.0,11067.0,5.0,220.0
4675,First Owner,Hero,41000.0,20050.0,4.0,100.0
4676,First Owner,Hero,20000.0,60000.0,14.0,100.0
4677,First Owner,Royal Enfield,73700.0,18000.0,9.0,350.0
4678,First Owner,Royal Enfield,60000.0,40000.0,15.0,350.0
4679,First Owner,TVS,104300.0,25276.0,3.0,200.0
4680,Second Owner,Royal Enfield,57000.0,4178.0,10.0,350.0
4681,Third Owner,Royal Enfield,75000.0,22000.0,10.0,350.0
4683,First Owner,Honda,40000.0,12222.0,8.0,150.0
4684,First Owner,Yamaha,42000.0,12000.0,7.0,150.0
4686,First Owner,KTM,160000.0,11525.0,4.0,200.0
4687,First Owner,Hero,43000.0,36000.0,5.0,150.0
4688,First Owner,Bajaj,22000.0,27400.0,12.0,150.0
4689,First Owner,TVS,10000.0,43000.0,15.0,110.0
4691,First Owner,Royal Enfield,65500.0,7347.0,10.0,350.0
4692,First Owner,Bajaj,34000.0,40000.0,11.0,200.0
4693,First Owner,Yamaha,83000.0,3810.0,2.0,150.0
4694,First Owner,Hero,34000.0,25000.0,9.0,150.0
4695,First Owner,Hero,21000.0,61249.0,9.0,150.0
4696,First Owner,Hero,21000.0,46019.0,9.0,150.0
4697,First Owner,Royal Enfield,82001.0,11271.0,9.0,350.0
4698,First Owner,Royal Enfield,69000.0,26530.0,10.0,350.0
4699,First Owner,Hero,23698.0,48000.0,10.0,100.0
4700,First Owner,Bajaj,20000.0,22000.0,6.0,150.0
4701,Third Owner,Harley-Davidson,330000.0,14000.0,6.0,750.0
4702,First Owner,Hero,30000.0,19546.0,8.0,100.0
4703,First Owner,KTM,111400.0,13600.0,6.0,390.0
4704,First Owner,Royal Enfield,95000.0,5909.0,7.0,535.0
4705,First Owner,KTM,200000.0,6500.0,3.0,390.0
4706,First Owner,KTM,120000.0,40700.0,6.0,390.0
4707,Third Owner,KTM,130000.0,8000.0,6.0,390.0
4708,First Owner,Honda,75000.0,41007.0,8.0,250.0
4709,Second Owner,Benelli,110700.0,14600.0,5.0,250.0
4710,First Owner,Bajaj,28000.0,23266.0,9.0,150.0
4711,First Owner,Jawa,146000.0,381.0,2.0,295.0
4712,First Owner,Royal Enfield,69500.0,19927.0,7.0,350.0
4713,First Owner,Bajaj,15000.0,47580.0,11.0,150.0
4714,Second Owner,Honda,50000.0,20084.0,4.0,160.0
4715,First Owner,KTM,160000.0,18000.0,3.0,200.0
4716,First Owner,TVS,75000.0,27030.0,4.0,200.0
4717,First Owner,Hero,24000.0,24500.0,7.0,100.0
4718,First Owner,Hero,27000.0,22493.0,7.0,100.0
4719,First Owner,Honda,30000.0,21000.0,7.0,110.0
4720,First Owner,Harley-Davidson,350000.0,8600.0,7.0,750.0
